id,symbol,exchange_short,exchange_long,instrument_short,instrument_long,entry_spread_pct,peak_spread_pct,exit_spread_pct,entry_price_short,entry_price_long,size_usd,entry_fees_pct,exit_fees_pct,net_pnl_pct,net_pnl_usd,gross_pnl_pct,funding_paid_usd,entry_time,exit_time,exit_reason,duration_min
15046,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.6201,2.7707,0.3125,0.0003177847668427455,0.0003127220483404359,200.0,0.145,0.145,0.7907,1.58,1.0807,0.0,2026-04-07T13:06:25.977811+00:00,2026-04-07T13:09:28.168019+00:00,dynamic_exit,3.0
15047,GUNUSDT,Bybit,BingX,PERP,PERP,1.0546,1.33,0.2835,0.016020245983756287,0.01585312185123887,146.52,0.105,0.105,0.3812,0.56,0.5912,0.0,2026-04-07T13:06:26.270906+00:00,2026-04-07T13:09:13.179647+00:00,dynamic_exit,2.8
15048,HIPPOUSDT,Binance,Gate.io,PERP,SPOT,1.8074,3.9924,1.3981,0.0003174073619786486,0.0003117757248154622,144.57,0.145,0.145,-0.1768,-0.26,0.1132,0.0,2026-04-07T13:06:37.465813+00:00,2026-04-07T13:51:46.640215+00:00,timeout,45.2
15049,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.4748,2.7707,0.3125,0.00031740565904462377,0.00031279538330058397,200.0,0.145,0.145,0.6459,1.29,0.9359,0.0,2026-04-07T13:06:37.803083+00:00,2026-04-07T13:09:28.569437+00:00,dynamic_exit,2.8
15050,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.0188,2.3198,1.3487,0.00031745714200944093,0.0003142582344825024,48.95,0.1,0.1,-0.7412,-0.36,-0.5412,0.0,2026-04-07T13:06:38.363682+00:00,2026-04-07T13:51:47.016521+00:00,timeout,45.1
15051,GUNUSDT,Bybit,BingX,PERP,PERP,1.0526,1.2445,0.2835,0.015986141494294084,0.01581971377802905,200.0,0.105,0.105,0.3963,0.79,0.6063,0.0,2026-04-07T13:06:38.997618+00:00,2026-04-07T13:09:13.569099+00:00,dynamic_exit,2.6
15052,GUNUSDT,Bybit,BingX,PERP,PERP,1.6626,1.6626,0.2835,0.01620555371359875,0.01594079927124085,200.0,0.105,0.105,1.0661,2.13,1.2761,0.0,2026-04-07T13:06:50.952112+00:00,2026-04-07T13:09:14.359002+00:00,dynamic_exit,2.4
15053,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.9344,2.7707,0.3125,0.00031983909524664264,0.00031377171710085923,17.99,0.145,0.145,1.0984,0.2,1.3884,0.0,2026-04-07T13:07:37.841995+00:00,2026-04-07T13:09:29.031710+00:00,dynamic_exit,1.9
15054,HIPPOUSDT,Binance,Bitget,PERP,SPOT,2.0279,2.625,0.3125,0.00032128035250911404,0.00031489650593277164,18.43,0.145,0.145,1.1853,0.22,1.4753,0.0,2026-04-07T13:07:49.606133+00:00,2026-04-07T13:09:29.455258+00:00,dynamic_exit,1.7
15055,HIPPOUSDT,Binance,Gate.io,PERP,SPOT,4.4258,4.4258,1.7407,0.0003318182674092846,0.0003177617723610657,19.32,0.145,0.145,2.3039,0.45,2.5939,0.0,2026-04-07T13:08:01.032620+00:00,2026-04-07T13:53:08.220442+00:00,timeout,45.1
15056,ICNTUSDT,Gate.io,BingX,PERP,PERP,1.2518,1.2518,0.0345,0.2933051509744856,0.2896809529160714,188.13,0.115,0.115,0.6697,1.26,0.8997,0.0,2026-04-07T13:08:13.488642+00:00,2026-04-07T13:08:23.885429+00:00,convergence,0.2
15057,ICNTUSDT,Gate.io,MEXC,PERP,PERP,1.3147,1.3147,0.0346,0.29329936558583863,0.2894955200459352,188.13,0.085,0.085,0.8206,1.54,0.9906,0.0,2026-04-07T13:08:13.809369+00:00,2026-04-07T13:10:36.388428+00:00,convergence,2.4
15058,ICNTUSDT,Gate.io,Bybit,PERP,PERP,1.2863,1.2863,0.414,0.2932721342005899,0.2895515819275607,128.17,0.12,0.12,1.0694,1.37,1.3094,0.0,2026-04-07T13:08:14.854989+00:00,2026-04-07T13:09:15.241274+00:00,convergence,1.0
15059,HIPPOUSDT,Binance,Gate.io,PERP,SPOT,1.1826,3.126,1.2998,0.0003248511684982682,0.0003210555524758861,13.51,0.145,0.145,-0.6181,-0.08,-0.3281,0.0,2026-04-07T13:09:00.953260+00:00,2026-04-07T13:54:07.911606+00:00,timeout,45.1
15060,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.2119,2.3198,1.3002,0.0003236481631892812,0.0003197744466465239,200.0,0.1,0.1,-0.5323,-1.06,-0.3323,0.0,2026-04-07T13:09:52.435404+00:00,2026-04-07T13:54:59.872357+00:00,timeout,45.1
15061,HIPPOUSDT,Binance,KuCoin,PERP,SPOT,1.4012,3.1711,1.3496,0.00032355821339234947,0.00031908984392007504,200.0,0.145,0.145,-0.5278,-1.06,-0.2378,0.0,2026-04-07T13:09:53.053668+00:00,2026-04-07T13:55:00.426978+00:00,timeout,45.1
15062,ALTUSDT,Bybit,BingX,PERP,PERP,2.2708,2.2708,0.2688,0.006925200175954213,0.006771558229501976,129.14,0.105,0.105,1.4369,1.86,1.6469,0.0,2026-04-07T13:09:53.338632+00:00,2026-04-07T13:18:55.733318+00:00,dynamic_exit,9.0
15063,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.4917,2.3198,1.3817,0.0003227370003146965,0.0003179951746886788,200.0,0.1,0.1,-0.2634,-0.53,-0.0634,0.0,2026-04-07T13:10:03.480810+00:00,2026-04-07T13:55:09.462730+00:00,timeout,45.1
15064,HIPPOUSDT,Binance,KuCoin,PERP,SPOT,1.4318,3.1711,1.4146,0.00032264329084928683,0.0003180914654567075,138.37,0.145,0.145,-0.4693,-0.65,-0.1793,0.0,2026-04-07T13:10:03.809383+00:00,2026-04-07T13:55:09.869125+00:00,timeout,45.1
15065,ALTUSDT,Bybit,Binance,PERP,PERP,0.9908,1.6613,0.4119,0.006908293655205982,0.0068405577444299445,200.0,0.1,0.1,0.1535,0.31,0.3535,0.0,2026-04-07T13:10:14.080461+00:00,2026-04-07T13:12:58.884705+00:00,dynamic_exit,2.7
15066,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.194,2.3198,1.2644,0.00032131382510899664,0.00031752407885488423,169.81,0.1,0.1,-0.4711,-0.8,-0.2711,0.0,2026-04-07T13:10:26.155447+00:00,2026-04-07T13:55:36.532731+00:00,timeout,45.2
15067,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.7514,3.0625,1.0841,0.000321457217103086,0.0003159271707087537,200.0,0.145,0.145,0.0392,0.08,0.3292,0.0,2026-04-07T13:10:37.462525+00:00,2026-04-07T13:55:46.854874+00:00,timeout,45.2
15068,ALTUSDT,Bybit,BingX,PERP,PERP,0.9577,1.393,0.2688,0.006978501011041626,0.006912342580619116,200.0,0.105,0.105,0.2018,0.4,0.4118,0.0,2026-04-07T13:10:38.733381+00:00,2026-04-07T13:18:56.124371+00:00,dynamic_exit,8.3
15069,HIPPOUSDT,Binance,Gate.io,PERP,SPOT,1.3128,3.126,1.1496,0.0003213514011026351,0.0003171893968305271,189.05,0.145,0.145,-0.4737,-0.9,-0.1837,0.0,2026-04-07T13:10:39.341799+00:00,2026-04-07T13:55:47.253576+00:00,timeout,45.1
15070,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.1614,2.3198,1.2644,0.0003213228248311812,0.00031763611442377996,200.0,0.1,0.1,-0.5089,-1.02,-0.3089,0.0,2026-04-07T13:10:39.693172+00:00,2026-04-07T13:55:47.699059+00:00,timeout,45.1
15071,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.5364,3.0625,1.4123,0.00032076613558201176,0.00031591482503952865,159.06,0.145,0.145,-0.5365,-0.85,-0.2465,0.0,2026-04-07T13:10:49.645714+00:00,2026-04-07T13:55:56.809395+00:00,timeout,45.1
15072,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.4239,2.3198,1.2808,0.0003210461076848603,0.00031654157920457947,200.0,0.1,0.1,-0.2516,-0.5,-0.0516,0.0,2026-04-07T13:10:49.948335+00:00,2026-04-07T13:55:57.191797+00:00,timeout,45.1
15073,ALTUSDT,Bybit,MEXC,PERP,PERP,0.9145,1.4185,0.3824,0.006927762642867748,0.006865044843826135,128.78,0.075,0.075,0.1131,0.15,0.2631,0.0,2026-04-07T13:10:51.478190+00:00,2026-04-07T13:12:59.638758+00:00,dynamic_exit,2.1
15074,HIPPOUSDT,Binance,KuCoin,PERP,SPOT,1.1978,3.1711,1.5772,0.00032094846979208836,0.00031715333461493887,31.97,0.145,0.145,-0.8902,-0.28,-0.6002,0.0,2026-04-07T13:10:51.798188+00:00,2026-04-07T13:55:57.589309+00:00,timeout,45.1
15075,ALTUSDT,Bybit,BingX,PERP,PERP,1.0028,1.393,0.2688,0.006930690009929065,0.0068619215990815986,200.0,0.105,0.105,0.2469,0.49,0.4569,0.0,2026-04-07T13:10:52.777574+00:00,2026-04-07T13:18:56.472639+00:00,dynamic_exit,8.1
15076,ALTUSDT,Bybit,BingX,PERP,PERP,1.2193,1.3139,0.2688,0.006894700273490825,0.006811684292964365,148.84,0.105,0.105,0.5261,0.78,0.7361,0.0,2026-04-07T13:11:03.765100+00:00,2026-04-07T13:18:56.838269+00:00,dynamic_exit,7.9
15077,ALTUSDT,Bybit,Binance,PERP,PERP,1.4957,1.4957,0.4119,0.006828788818519415,0.00672819291622546,10.5,0.1,0.1,0.6449,0.07,0.8449,0.0,2026-04-07T13:11:26.589752+00:00,2026-04-07T13:13:00.062073+00:00,dynamic_exit,1.6
15078,ALTUSDT,Bybit,BingX,PERP,PERP,1.5573,1.5573,0.2688,0.006836183878450478,0.006731412337961788,95.02,0.105,0.105,0.9268,0.88,1.1368,0.0,2026-04-07T13:11:27.460345+00:00,2026-04-07T13:18:57.205854+00:00,dynamic_exit,7.5
15079,DRIFTUSDT,MEXC,Bybit,PERP,PERP,4.5357,4.9255,0.5933,0.02885768044903577,0.02760611928759249,20.86,0.075,0.075,3.4108,0.71,3.5608,0.0,2026-04-07T13:13:02.578854+00:00,2026-04-07T13:33:44.163085+00:00,dynamic_exit,20.7
15080,DRIFTUSDT,Binance,Bybit,PERP,PERP,4.4416,4.4416,0.5906,0.028834807678996238,0.027609085785409722,200.0,0.1,0.1,3.4688,6.94,3.6688,0.0,2026-04-07T13:13:03.579726+00:00,2026-04-07T13:51:01.970579+00:00,dynamic_exit,38.0
15081,DRIFTUSDT,BingX,Bybit,PERP,PERP,4.4177,4.7256,0.3439,0.02883395116640568,0.027615353476852796,103.92,0.105,0.105,3.474,3.61,3.684,0.0,2026-04-07T13:13:03.890585+00:00,2026-04-07T13:35:08.077591+00:00,dynamic_exit,22.1
15082,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.4875,2.3198,1.2808,0.00032402288584646116,0.0003192759482808072,10.69,0.1,0.1,-0.2064,-0.02,-0.0064,0.0,2026-04-07T13:13:05.455745+00:00,2026-04-07T13:58:09.254225+00:00,timeout,45.1
15083,DRIFTUSDT,MEXC,Bybit,PERP,PERP,3.7445,4.1585,0.5933,0.02882238670678721,0.02778293034929592,13.4,0.075,0.075,2.6867,0.36,2.8367,0.0,2026-04-07T13:14:06.218424+00:00,2026-04-07T13:33:44.608268+00:00,dynamic_exit,19.6
15084,AIOTUSDT,Gate.io,MEXC,PERP,SPOT,4.044,4.044,0.2175,0.03450251684011947,0.033162369840335056,91.22,0.115,0.115,3.4362,3.13,3.6662,0.0,2026-04-07T13:18:07.703924+00:00,2026-04-07T13:18:44.749077+00:00,convergence,0.6
15085,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.8143,2.3377,0.2104,0.0003237312581597078,0.00031796562025630457,147.78,0.145,0.145,1.0549,1.56,1.3449,0.0,2026-04-07T13:18:23.398997+00:00,2026-04-07T13:59:49.073139+00:00,dynamic_exit,41.4
15086,HIPPOUSDT,Binance,KuCoin,PERP,SPOT,1.4073,2.1732,1.2621,0.0003235930165127934,0.00031910543012795455,85.79,0.145,0.145,-0.5528,-0.47,-0.2628,0.0,2026-04-07T13:18:24.235068+00:00,2026-04-07T14:03:30.160504+00:00,timeout,45.1
15087,HIPPOUSDT,Binance,KuCoin,PERP,SPOT,2.5169,2.5169,1.2298,0.00032301375362430053,0.0003150878308404338,37.24,0.145,0.145,0.5117,0.19,0.8017,0.0,2026-04-07T13:18:38.109325+00:00,2026-04-07T14:03:40.044323+00:00,timeout,45.0
15088,DRIFTUSDT,MEXC,Bybit,PERP,PERP,3.2767,3.4292,0.5933,0.0287893784051406,0.027876440696926352,10.46,0.075,0.075,2.2034,0.23,2.3534,0.0,2026-04-07T13:18:59.624888+00:00,2026-04-07T13:33:44.992196+00:00,dynamic_exit,14.8
15089,DRIFTUSDT,BingX,Bybit,PERP,PERP,3.2906,3.4828,0.3439,0.028793302966338096,0.027876436172985367,200.0,0.105,0.105,2.4024,4.8,2.6124,0.0,2026-04-07T13:18:59.915572+00:00,2026-04-07T13:35:08.510865+00:00,dynamic_exit,16.1
15090,DRIFTUSDT,BingX,Bybit,PERP,SPOT,2.6199,3.2983,2.1315,0.028647593518116903,0.02791663862750041,166.31,0.15,0.15,-0.2309,-0.38,0.0691,0.0,2026-04-07T13:19:00.696625+00:00,2026-04-07T13:22:38.859880+00:00,dynamic_exit,3.6
15091,DRIFTUSDT,MEXC,Bybit,PERP,SPOT,2.5951,3.4806,0.6129,0.028618820488136062,0.027895727609274015,20.04,0.12,0.12,1.4156,0.28,1.6556,0.0,2026-04-07T13:19:01.262529+00:00,2026-04-07T13:33:34.686640+00:00,dynamic_exit,14.6
15092,DRIFTUSDT,MEXC,Bybit,PERP,PERP,2.6638,3.4292,0.5933,0.028496834752415764,0.02775769226809829,200.0,0.075,0.075,1.6302,3.26,1.7802,0.0,2026-04-07T13:19:11.253507+00:00,2026-04-07T13:33:45.431394+00:00,dynamic_exit,14.6
15093,DRIFTUSDT,BingX,Bybit,PERP,PERP,3.0108,3.4828,0.3439,0.02859762544118334,0.027762037840556163,187.92,0.105,0.105,2.1508,4.04,2.3608,0.0,2026-04-07T13:19:11.525478+00:00,2026-04-07T13:35:08.927327+00:00,dynamic_exit,16.0
15094,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.534,2.3377,0.2104,0.00031795008340709943,0.00031315115805452423,96.64,0.145,0.145,0.8176,0.79,1.1076,0.0,2026-04-07T13:21:09.514406+00:00,2026-04-07T13:59:49.562771+00:00,dynamic_exit,38.7
15095,NOMUSDT,Gate.io,MEXC,PERP,SPOT,1.5199,1.5199,0.7351,0.00604404806921572,0.005953642461389152,11.77,0.115,0.115,1.8079,0.21,2.0379,0.0,2026-04-07T13:21:20.471005+00:00,2026-04-07T13:21:30.141968+00:00,convergence,0.2
15096,DRIFTUSDT,BingX,Bybit,PERP,PERP,2.026,3.0402,0.3439,0.028489588462389134,0.027924201291661878,167.2,0.105,0.105,1.2057,2.02,1.4157,0.0,2026-04-07T13:22:41.324352+00:00,2026-04-07T13:35:09.388678+00:00,dynamic_exit,12.5
15097,HIPPOUSDT,Binance,Bitget,PERP,SPOT,2.2647,2.2647,0.2104,0.0003127108611649695,0.00030578967327498724,67.68,0.145,0.145,1.5577,1.05,1.8477,0.0,2026-04-07T13:28:31.123735+00:00,2026-04-07T13:59:50.012075+00:00,dynamic_exit,31.3
15098,HIPPOUSDT,Binance,Gate.io,PERP,SPOT,1.5044,2.0302,1.0959,0.00031157824306611164,0.00030696388288278597,61.87,0.145,0.145,-0.1108,-0.07,0.1792,0.0,2026-04-07T13:28:32.705030+00:00,2026-04-07T14:13:38.967934+00:00,timeout,45.1
15099,CHRUSDT,Gate.io,Bitget,PERP,SPOT,1.3775,1.3775,0.0629,0.015952979976818597,0.015736370388497904,84.77,0.165,0.165,0.653,0.55,0.983,0.0,2026-04-07T13:29:59.584221+00:00,2026-04-07T13:31:05.593111+00:00,dynamic_exit,1.1
15100,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.276,2.1753,0.2104,0.0003105984434468888,0.0003066877123261249,137.01,0.145,0.145,0.5786,0.79,0.8686,0.0,2026-04-07T13:30:34.402962+00:00,2026-04-07T13:59:50.476355+00:00,dynamic_exit,29.3
15101,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.3418,2.1753,0.2104,0.00031015233840397846,0.0003060470162746054,62.72,0.145,0.145,0.6553,0.41,0.9453,0.0,2026-04-07T13:30:46.580764+00:00,2026-04-07T13:59:50.869451+00:00,dynamic_exit,29.1
15102,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.4338,2.1753,0.2104,0.00031101305422430903,0.00030661905206041127,200.0,0.145,0.145,0.7086,1.42,0.9986,0.0,2026-04-07T13:31:34.986339+00:00,2026-04-07T13:59:51.295713+00:00,dynamic_exit,28.3
15103,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.3966,1.9268,1.1808,0.00031075010694673564,0.0003064750626702128,154.92,0.1,0.1,-0.2397,-0.37,-0.0397,0.0,2026-04-07T13:33:24.832502+00:00,2026-04-07T14:18:32.165837+00:00,timeout,45.1
15104,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.6479,1.9268,1.1826,0.0003119434352354504,0.00030689137466986875,161.3,0.1,0.1,0.0481,0.08,0.2481,0.0,2026-04-07T13:33:37.037514+00:00,2026-04-07T14:18:41.893278+00:00,timeout,45.1
15105,FOLKSUSDT,MEXC,Gate.io,PERP,PERP,1.3523,1.3523,0.1391,1.0776655171052265,1.0632944604768286,200.0,0.085,0.085,0.7937,1.59,0.9637,0.0,2026-04-07T13:33:47.045310+00:00,2026-04-07T13:34:06.033573+00:00,convergence,0.3
15106,FOLKSUSDT,BingX,Gate.io,PERP,PERP,1.291,1.291,0.1391,1.077335249276645,1.0636201550735584,200.0,0.115,0.115,0.8578,1.72,1.0878,0.0,2026-04-07T13:33:47.376573+00:00,2026-04-07T13:34:06.409083+00:00,convergence,0.3
15107,CYSUSDT,BingX,Gate.io,PERP,SPOT,1.3425,1.3425,0.0193,0.2604814042089974,0.25703289157266046,200.0,0.15,0.15,0.8647,1.73,1.1647,0.0,2026-04-07T13:33:47.768351+00:00,2026-04-07T13:33:55.476519+00:00,convergence,0.1
15108,FOLKSUSDT,Bybit,Gate.io,PERP,PERP,1.0161,1.0161,0.0976,1.0733986898930052,1.0626050471621156,137.2,0.12,0.12,0.5991,0.82,0.8391,0.0,2026-04-07T13:33:48.081717+00:00,2026-04-07T13:33:56.179301+00:00,convergence,0.1
15109,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.3265,1.9268,1.413,0.0003116131537841479,0.0003075356666427878,119.69,0.1,0.1,-0.2771,-0.33,-0.0771,0.0,2026-04-07T13:33:48.887918+00:00,2026-04-07T14:18:52.539354+00:00,timeout,45.1
15110,DRIFTUSDT,BingX,Bybit,PERP,PERP,1.2694,1.2694,0.3439,0.028267158102287415,0.027913096773378752,200.0,0.105,0.105,0.4798,0.96,0.6898,0.0,2026-04-07T13:33:58.006893+00:00,2026-04-07T13:35:09.827482+00:00,dynamic_exit,1.2
15111,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.0882,1.9268,1.1364,0.00031064575817114286,0.0003073033434155829,200.0,0.1,0.1,-0.4964,-0.99,-0.2964,0.0,2026-04-07T13:33:58.562282+00:00,2026-04-07T14:19:02.276412+00:00,timeout,45.1
15112,DRIFTUSDT,Binance,Bybit,PERP,PERP,0.7837,2.3873,1.4732,0.028034828392589018,0.027816929942280105,127.81,0.1,0.1,-1.2115,-1.55,-1.0115,0.0,2026-04-07T13:34:08.923401+00:00,2026-04-07T13:47:32.114837+00:00,stop_loss,13.4
15113,HIPPOUSDT,Binance,MEXC,PERP,PERP,1.0383,1.9601,1.136,0.0003113919684076641,0.00030819434810017273,10.01,0.065,0.065,-0.4196,-0.04,-0.2896,0.0,2026-04-07T13:34:17.830004+00:00,2026-04-07T14:19:22.297709+00:00,timeout,45.1
15114,MUSDT,Binance,BingX,PERP,PERP,1.1132,1.1132,0.0385,2.6226440632978107,2.5937869810782503,34.91,0.095,0.095,0.8218,0.29,1.0118,0.0,2026-04-07T13:35:11.605067+00:00,2026-04-07T13:35:20.354049+00:00,convergence,0.1
15115,MUSDT,MEXC,BingX,PERP,PERP,1.1183,1.1183,0.0558,2.6225143635403785,2.593520607653278,166.36,0.07,0.07,0.837,1.39,0.977,0.0,2026-04-07T13:35:11.935735+00:00,2026-04-07T13:35:21.183508+00:00,convergence,0.2
15116,MUSDT,Gate.io,BingX,PERP,PERP,1.0834,1.0834,0.0712,2.621412728493755,2.593327042642642,200.0,0.115,0.115,0.6251,1.25,0.8551,0.0,2026-04-07T13:35:12.341183+00:00,2026-04-07T13:35:21.560050+00:00,convergence,0.2
15117,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.8069,2.1753,0.2104,0.0003143353350598721,0.00030875859157175335,33.3,0.145,0.145,1.0673,0.36,1.3573,0.0,2026-04-07T13:35:40.167065+00:00,2026-04-07T13:59:51.843749+00:00,dynamic_exit,24.2
15118,DRIFTUSDT,BingX,Bybit,PERP,PERP,0.7043,2.1747,2.1019,0.027982537698617388,0.027786999310914048,163.81,0.105,0.105,-1.8514,-3.03,-1.6414,0.0,2026-04-07T13:35:41.114323+00:00,2026-04-07T13:45:41.665526+00:00,stop_loss,10.0
15119,DRIFTUSDT,BingX,Bybit,PERP,PERP,0.8169,2.1747,1.5619,0.028406730497767617,0.02817665865022521,200.0,0.105,0.105,-1.1574,-2.31,-0.9474,0.0,2026-04-07T13:38:51.863651+00:00,2026-04-07T13:47:32.585774+00:00,stop_loss,8.7
15120,DRIFTUSDT,BingX,Bybit,PERP,PERP,1.1194,2.2621,1.5501,0.028515103416079744,0.02819957210500381,200.0,0.105,0.105,-0.8677,-1.74,-0.6577,0.0,2026-04-07T13:39:00.064421+00:00,2026-04-07T14:24:07.983272+00:00,timeout,45.1
15121,DRIFTUSDT,BingX,Bybit,PERP,PERP,1.1356,2.2621,1.5313,0.028493609146843107,0.028173816293203393,157.16,0.105,0.105,-0.9253,-1.45,-0.7153,0.0,2026-04-07T13:39:10.115918+00:00,2026-04-07T14:24:19.325428+00:00,timeout,45.2
15122,DRIFTUSDT,BingX,Bybit,PERP,PERP,1.0244,2.2621,1.5313,0.02845405995082169,0.028165650065730508,200.0,0.105,0.105,-0.8952,-1.79,-0.6852,0.0,2026-04-07T13:39:17.851680+00:00,2026-04-07T14:24:19.674176+00:00,timeout,45.0
15123,DRIFTUSDT,BingX,Bybit,PERP,PERP,1.1703,2.2621,1.4941,0.028514830825619245,0.02818510755028225,81.61,0.105,0.105,-0.7558,-0.62,-0.5458,0.0,2026-04-07T13:39:27.376815+00:00,2026-04-07T14:24:30.999073+00:00,timeout,45.1
15124,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.0325,1.9268,1.1046,0.00031266388653901253,0.00030947067873711133,96.56,0.1,0.1,-0.4645,-0.45,-0.2645,0.0,2026-04-07T13:39:43.959820+00:00,2026-04-07T14:24:55.715455+00:00,timeout,45.2
15125,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.0946,1.9268,1.0884,0.0003133944541970931,0.00031000351237053396,34.72,0.1,0.1,-0.3074,-0.11,-0.1074,0.0,2026-04-07T13:40:22.314150+00:00,2026-04-07T14:25:31.648879+00:00,timeout,45.2
15126,DRIFTUSDT,MEXC,Bybit,PERP,PERP,1.1502,2.0844,0.34,0.02863214795407958,0.028306722775339615,13.22,0.075,0.075,0.3837,0.05,0.5337,0.0,2026-04-07T13:40:22.637794+00:00,2026-04-07T13:51:02.947634+00:00,dynamic_exit,10.7
15127,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.192,2.0358,0.2104,0.00031337464175418614,0.00030968628377023836,10.3,0.145,0.145,0.4017,0.04,0.6917,0.0,2026-04-07T13:40:31.477073+00:00,2026-04-07T13:59:52.357007+00:00,dynamic_exit,19.3
15128,DRIFTUSDT,MEXC,Bybit,PERP,PERP,1.3641,2.0844,0.34,0.028712091726510264,0.028325863584428596,14.88,0.075,0.075,0.6254,0.09,0.7754,0.0,2026-04-07T13:40:49.291651+00:00,2026-04-07T13:51:03.364057+00:00,dynamic_exit,10.2
15129,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.1929,2.0358,0.2104,0.0003127631342296857,0.00030907806339906476,14.82,0.145,0.145,0.4363,0.06,0.7263,0.0,2026-04-07T13:40:50.846235+00:00,2026-04-07T13:59:52.784037+00:00,dynamic_exit,19.0
15130,DRIFTUSDT,BingX,Bybit,PERP,PERP,1.4686,2.2621,1.6676,0.028818264927384298,0.028401366484947836,200.0,0.105,0.105,-0.7008,-1.4,-0.4908,0.0,2026-04-07T13:40:58.905277+00:00,2026-04-07T14:26:05.335778+00:00,timeout,45.1
15131,DRIFTUSDT,Binance,Bybit,PERP,PERP,1.2991,2.3873,0.5906,0.028517609751172648,0.02815222087634076,154.21,0.1,0.1,0.303,0.47,0.503,0.0,2026-04-07T13:41:19.418853+00:00,2026-04-07T13:51:03.770757+00:00,dynamic_exit,9.7
15132,HIPPOUSDT,Binance,Bitget,PERP,SPOT,1.2908,2.0358,0.2104,0.0003131421731263931,0.0003091556607211763,198.88,0.145,0.145,0.5951,1.18,0.8851,0.0,2026-04-07T13:41:20.788868+00:00,2026-04-07T13:59:53.225507+00:00,dynamic_exit,18.5
15133,DRIFTUSDT,Binance,Bybit,PERP,PERP,1.3698,2.3873,0.5906,0.028597965789021077,0.028211861752869823,54.73,0.1,0.1,0.4217,0.23,0.6217,0.0,2026-04-07T13:42:23.595912+00:00,2026-04-07T13:51:04.222358+00:00,dynamic_exit,8.7
15134,TAUSDT,BingX,Gate.io,PERP,PERP,0.8729,0.8729,0.757,0.04085616976113193,0.04050298044186436,170.45,0.115,0.115,1.0005,1.71,1.2305,0.0,2026-04-07T13:45:11.694051+00:00,2026-04-07T13:45:21.873858+00:00,convergence,0.2
15135,DRIFTUSDT,MEXC,Bybit,PERP,PERP,1.6076,2.0844,0.34,0.02856186822246849,0.02811023127244418,53.03,0.075,0.075,0.9383,0.5,1.0883,0.0,2026-04-07T13:45:44.101755+00:00,2026-04-07T13:51:04.734714+00:00,dynamic_exit,5.3
15136,DRIFTUSDT,BingX,Bybit,PERP,PERP,1.7796,2.2621,1.8922,0.028615036909587933,0.028114874649597592,110.82,0.105,0.105,-0.5772,-0.64,-0.3672,0.0,2026-04-07T13:45:44.414489+00:00,2026-04-07T14:30:46.740862+00:00,timeout,45.0
15137,PUFFERUSDT,Binance,Gate.io,PERP,PERP,0.9113,2.0729,0.6274,0.026575422067826815,0.026335579947506786,87.16,0.11,0.11,-0.6031,-0.53,-0.3831,0.0,2026-04-07T13:46:46.060413+00:00,2026-04-07T14:31:50.152045+00:00,timeout,45.1
15138,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.0413,1.9268,1.1845,0.0003122072467797484,0.0003089917434189424,20.06,0.1,0.1,-0.5837,-0.12,-0.3837,0.0,2026-04-07T13:47:16.504136+00:00,2026-04-07T14:32:24.564287+00:00,timeout,45.1
15139,DRIFTUSDT,Binance,Bybit,PERP,PERP,1.5749,1.6475,0.5906,0.028691599690445296,0.028247015304579716,200.0,0.1,0.1,0.7938,1.59,0.9938,0.0,2026-04-07T13:47:34.346112+00:00,2026-04-07T13:51:05.152311+00:00,dynamic_exit,3.5
15140,HIPPOUSDT,Binance,Bybit,PERP,PERP,1.386,1.9268,1.5147,0.0003118154208793639,0.00030755413188573484,116.95,0.1,0.1,-0.2487,-0.29,-0.0487,0.0,2026-04-07T13:47:35.622753+00:00,2026-04-07T14:32:46.046574+00:00,timeout,45.2
